t,v,phase
1720,36.14,xhigh
1721,36.28,xhigh
1722,36.39,xhigh
1723,36.44,xhigh
1724,36.47,xhigh
1725,36.44,xhigh
1726,36.31,xhigh
1727,36.06,xhigh
1728,35.67,xhigh
1729,35.14,xhigh
1730,34.47,xhigh
1731,33.78,xhigh
1732,33.06,xhigh
1733,32.36,xhigh
1734,31.69,xhigh
1735,31.06,xhigh
1736,30.42,xhigh
1737,29.75,xhigh
1738,29.11,xhigh
1739,28.47,xhigh
1740,27.89,xhigh
1741,27.39,xhigh
1742,27.00,xhigh
1743,26.64,xhigh
1744,26.33,xhigh
1745,26.06,xhigh
1746,25.78,xhigh
1747,25.50,xhigh
1748,25.28,xhigh
1749,25.06,xhigh
1750,24.89,xhigh
1751,24.75,xhigh
1752,24.61,xhigh
1753,24.47,xhigh
1754,24.33,xhigh
1755,24.19,xhigh
1756,24.06,xhigh
1757,23.92,xhigh
1758,23.75,xhigh
1759,23.61,xhigh
1760,23.44,xhigh
1761,23.28,xhigh
1762,23.11,xhigh
1763,22.94,xhigh
1764,22.78,xhigh
1765,22.58,xhigh
1766,22.33,xhigh
1767,21.97,xhigh
1768,21.50,xhigh
1769,20.86,xhigh
1770,20.08,xhigh
1771,19.19,xhigh
1772,18.31,xhigh
1773,17.42,xhigh
1774,16.58,xhigh
1775,15.83,xhigh
1776,15.17,xhigh
1777,14.50,xhigh
1778,13.81,xhigh
1779,13.00,xhigh
1780,12.08,xhigh
1781,11.08,xhigh
1782,10.11,xhigh
1783,9.22,xhigh
1784,8.47,xhigh
1785,7.86,xhigh
1786,7.31,xhigh
1787,6.78,xhigh
1788,6.25,xhigh
1789,5.69,xhigh
1790,5.06,xhigh
1791,4.31,xhigh
1792,3.42,xhigh
1793,2.42,xhigh
1794,1.44,xhigh
1795,0.00,xhigh
1796,0.00,xhigh
1797,0.00,xhigh
1798,0.00,xhigh
1799,0.00,xhigh
1800,0.00,xhigh
1801,0.00,xhigh
