t,v,phase
1284,10.51,bag 2
1285,10.51,bag 2
1286,10.51,bag 2
1287,10.51,bag 2
1288,10.73,bag 2
1289,10.78,bag 2
1290,10.95,bag 2
1291,11.04,bag 2
1292,11.18,bag 2
1293,11.36,bag 2
1294,11.44,bag 2
1295,11.49,bag 2
1296,11.62,bag 2
1297,11.71,bag 2
1298,12.07,bag 2
1299,12.43,bag 2
1300,12.65,bag 2
1301,12.96,bag 2
1302,13.01,bag 2
1303,12.96,bag 2
1304,12.52,bag 2
1305,11.04,bag 2
1306,9.57,bag 2
1307,8.09,bag 2
1308,6.62,bag 2
1309,5.14,bag 2
1310,3.67,bag 2
1311,2.19,bag 2
1312,0.71,bag 2
1313,0.00,bag 2
1314,0.00,bag 2
1315,0.00,bag 2
1316,0.00,bag 2
1317,0.00,bag 2
1318,0.00,bag 2
1319,0.00,bag 2
1320,0.00,bag 2
1321,0.00,bag 2
1322,0.00,bag 2
1323,0.00,bag 2
1324,0.00,bag 2
1325,0.00,bag 2
1326,0.00,bag 2
1327,0.00,bag 2
1328,0.00,bag 2
1329,0.00,bag 2
1330,0.00,bag 2
1331,0.00,bag 2
1332,0.00,bag 2
1333,0.00,bag 2
1334,0.00,bag 2
1335,0.00,bag 2
1336,0.00,bag 2
1337,0.00,bag 2
1338,0.67,bag 2
1339,2.14,bag 2
1340,3.62,bag 2
1341,5.10,bag 2
1342,5.90,bag 2
1343,6.75,bag 2
1344,7.51,bag 2
1345,8.18,bag 2
1346,8.72,bag 2
1347,9.08,bag 2
1348,9.52,bag 2
1349,9.79,bag 2
1350,9.88,bag 2
1351,10.01,bag 2
1352,9.84,bag 2
1353,9.66,bag 2
1354,9.43,bag 2
1355,9.16,bag 2
1356,8.94,bag 2
1357,8.76,bag 2
1358,8.27,bag 2
1359,7.82,bag 2
1360,7.38,bag 2
1361,6.93,bag 2
1362,6.26,bag 2
1363,4.92,bag 2
1364,3.58,bag 2
1365,2.33,bag 2
1366,1.12,bag 2
1367,0.00,bag 2
1368,0.00,bag 2
1369,0.00,bag 2
1370,0.00,bag 2
1371,0.00,bag 2
1372,0.00,bag 2

